Date,PHWR Temp (°F),SHWS Temp (°F),SHWR Temp (°F),Common Temp (°F),SHWS Flow (gpm),Gas Flow (SCFH),PHWR Temp (K),SHWS Temp (K),Density (kg/m³),Primary Mass Flow (kg/min),Bypass Mass Flow (kg/min),Bypass Mass Flow (lb/min),PHWR Volumetric Flow (m³/min),Primary Mass Flow (lb/min),Bypass Percentage (%),Secondary Mass Flow (kg/min),Campus Percentage (%),Campus Mass Flow (kg/min)
8/24/2024 5:00,191.2,195.9,181.3,195.3,117.5,"3,362.50",361.5944444444444,364.2055555555555,966.3498059872584,429.8185507421618,42.981855074216185,94.75865733371847,0.444785675,947.5865733371846,10.000000000000002,429.8185507421617,90.0,386.8366956679456
8/24/2024 5:15,192.0,196.8,182.4,196.0,96.2,"3,331.60",362.0388888888889,364.7055555555555,966.0537893591356,351.7947107136404,35.179471071364034,77.55736551335058,0.364156442,775.5736551335058,9.999999999999998,351.7947107136403,90.0,316.6152396422764
8/24/2024 5:30,192.8,197.7,183.4,196.5,134.7,"1,702.00",362.4833333333333,365.2055555555555,965.7568212600696,492.4343107247909,49.2434310724791,108.56305301100886,0.5098947269999999,1085.6305301100886,10.0,492.4343107247909,90.0,443.1908796523118
8/24/2024 5:45,189.8,194.7,182.2,193.5,75.7,"2,296.70",360.81666666666666,363.5388888888889,966.8655393655358,277.06067383968576,27.706067383968577,61.0813502760448,0.286555537,610.8135027604479,10.0,277.06067383968576,89.99999999999999,249.35460645571717
8/24/2024 6:00,192.2,197.0,182.7,196.1,102.4,"2,912.60",362.15,364.81666666666666,965.9796364545844,374.4388071046706,37.443880710467056,82.54952829190988,0.387625984,825.4952829190988,10.0,374.43880710467056,90.0,336.99492639420356
8/24/2024 6:15,191.5,197.0,181.2,196.3,127.4,"2,867.60",361.7611111111111,364.81666666666666,966.238911382957,465.9795697423615,46.59795697423616,102.7307879045405,0.482261234,1027.307879045405,10.000000000000004,465.9795697423615,89.99999999999999,419.3816127681253
8/24/2024 6:30,191.0,196.1,181.9,195.1,116.2,"2,729.90",361.4833333333333,364.31666666666666,966.4236612350576,425.0955977694879,42.50955977694879,93.71742567545684,0.439864642,937.1742567545684,10.0,425.0955977694879,90.0,382.5860379925391
8/24/2024 6:45,189.9,195.4,181.2,193.7,101.7,"2,384.20",360.8722222222222,363.92777777777775,966.828798351375,372.2060739393922,37.220607393939225,82.05729547282628,0.384976197,820.5729547282629,10.000000000000002,372.2060739393922,89.99999999999999,334.98546654545294
8/24/2024 7:00,190.3,194.9,182.7,193.3,112.4,"1,703.90",361.0944444444444,363.65,966.6816848100516,411.3038044542423,41.13038044542424,90.67685933759115,0.425480084,906.7685933759116,10.000000000000002,411.3038044542423,90.0,370.1734240088181
8/24/2024 7:15,192.4,196.6,183.1,195.6,98.9,"3,404.20",362.2611111111111,364.5944444444444,965.9054241152904,361.6128222933759,36.16128222933759,79.72188602844223,0.374377049,797.2188602844222,9.999999999999998,361.6128222933759,90.0,325.45154006403834
8/24/2024 7:30,191.0,196.3,181.7,194.9,137.6,"2,180.40",361.4833333333333,364.42777777777775,966.4236612350576,503.38342730707,50.338342730707005,110.97691715097126,0.520872416,1109.7691715097126,10.0,503.38342730707,90.0,453.045084576363
8/24/2024 7:45,189.8,196.5,178.3,194.9,113.5,"2,164.50",360.81666666666666,364.5388888888889,966.8655393655358,415.4080116354601,41.54080116354602,91.58168106117682,0.429644035,915.816810611768,10.000000000000002,415.4080116354601,90.0,373.8672104719141
8/24/2024 8:00,192.8,197.7,182.6,197.4,119.8,"3,408.80",362.4833333333333,365.2055555555555,965.7568212600696,437.9631063461764,43.79631063461764,96.55422235129072,0.453492118,965.5422235129072,10.0,437.9631063461764,89.99999999999999,394.16679571155873
8/24/2024 8:15,192.2,197.3,182.7,196.3,139.1,"2,793.30",362.15,364.9833333333333,965.9796364545844,508.63709051034834,50.863709051034846,112.13515024809244,0.5265505309999999,1121.351502480924,10.000000000000002,508.6370905103483,90.0,457.7733814593135
8/24/2024 8:30,191.3,196.6,181.7,195.8,138.5,"2,751.30",361.65,364.5944444444444,966.3128560127748,506.6178132366855,50.66178132366855,111.68997634178616,0.524279285,1116.8997634178615,10.0,506.6178132366855,90.0,455.95603191301694
8/24/2024 8:45,192.0,196.8,182.6,195.8,117.8,"2,702.10",362.0388888888889,364.7055555555555,966.0537893591356,430.7839596888444,43.07839596888444,94.971493320922,0.4459212979999999,949.71493320922,10.0,430.78395968884433,90.0,387.70556371995997
8/24/2024 9:00,193.1,197.9,182.6,197.5,96.0,"3,961.50",362.65,365.31666666666666,965.6452133390212,350.9148525144638,35.09148525144638,77.36339021504371,0.36339936,773.6339021504372,10.0,350.9148525144638,90.0,315.8233672630174
8/24/2024 9:15,192.6,197.2,183.3,195.4,109.1,"1,082.70",362.3722222222222,364.92777777777775,965.8311523731812,398.8768990632916,39.887689906329165,87.9371989212914,0.412988231,879.3719892129138,10.0,398.8768990632916,90.0,358.98920915696243
8/24/2024 9:30,191.7,195.6,184.8,193.9,108.5,"2,916.30",361.8722222222222,364.0388888888889,966.1649072057052,396.820337700332,39.6820337700332,87.48380529009059,0.410716985,874.8380529009058,10.0,396.820337700332,89.99999999999999,357.1383039302988
8/24/2024 9:45,192.8,197.9,182.4,196.8,117.9,"1,664.70",362.4833333333333,365.31666666666666,965.7568212600696,431.0171138415209,43.10171138415208,95.02289495172936,0.446299839,950.2289495172936,10.0,431.0171138415209,90.00000000000001,387.9154024573688
8/24/2024 10:00,192.0,196.6,182.9,195.1,113.5,"1,066.70",362.0388888888889,364.5944444444444,966.0537893591356,415.0592480872991,41.50592480872992,91.50479195182214,0.429644035,915.0479195182212,10.000000000000002,415.0592480872991,90.0,373.5533232785692
8/24/2024 10:15,192.9,197.0,184.3,196.1,92.5,"2,892.60",362.5388888888889,364.81666666666666,965.7196334492724,338.14714008310693,33.8147140083107,74.54859479700194,0.350150425,745.4859479700192,10.000000000000002,338.14714008310693,89.99999999999999,304.3324260747962
8/24/2024 10:30,192.0,198.6,173.6,197.4,93.4,"1,497.00",362.0388888888889,365.7055555555555,966.0537893591356,341.55536362426204,34.155536362426204,75.29997857533205,0.353557294,752.9997857533206,10.0,341.555363624262,90.00000000000001,307.39982726183587
8/24/2024 10:45,191.9,196.1,183.8,194.6,111.5,"2,136.10",361.9833333333333,364.31666666666666,966.0908435133808,407.76106830375454,40.776106830375454,89.89582064038233,0.422073215,898.9582064038233,10.0,407.76106830375454,90.0,366.9849614733791
8/24/2024 11:00,191.5,196.1,183.1,194.9,112.8,"2,891.50",361.7611111111111,364.31666666666666,966.238911382957,412.5784573543043,41.25784573543044,90.95787186524464,0.4269942479999999,909.5787186524462,10.000000000000004,412.5784573543043,89.99999999999999,371.32061161887384
8/24/2024 11:15,192.2,196.8,183.1,195.4,103.3,"1,667.50",362.15,364.7055555555555,965.9796364545844,377.7297731827389,37.772977318273895,83.275061255413,0.3910328529999999,832.7506125541298,10.000000000000002,377.7297731827389,90.0,339.956795864465
8/24/2024 11:30,191.9,195.9,182.9,195.3,89.9,"2,281.80",361.9833333333333,364.2055555555555,966.0908435133808,328.76878960096445,32.87687896009644,72.48102489300781,0.340308359,724.8102489300782,10.0,328.76878960096445,89.99999999999999,295.891910640868
8/24/2024 11:45,192.6,197.3,184.0,195.8,123.1,"1,070.90",362.3722222222222,364.9833333333333,965.8311523731812,450.06183569836105,45.00618356983611,99.22153242173208,0.4659839709999999,992.2153242173208,10.000000000000002,450.061835698361,89.99999999999999,405.0556521285249
8/24/2024 12:00,191.7,195.6,184.8,194.7,102.9,"2,868.80",361.8722222222222,364.0388888888889,966.1649072057052,376.339288012573,37.63392880125729,82.96851211382784,0.389518689,829.6851211382785,9.999999999999998,376.339288012573,90.0,338.7053592113157
8/24/2024 12:15,193.6,197.7,185.4,196.7,102.5,"1,687.60",362.92777777777775,365.2055555555555,965.4589037294312,374.6024233485586,37.46024233485586,82.58559945626993,0.388004525,825.8559945626992,10.0,374.60242334855866,89.99999999999999,337.1421810137027
8/24/2024 12:30,192.4,196.1,185.5,194.7,92.3,"2,868.30",362.2611111111111,364.31666666666666,965.9054241152904,337.4809251534741,33.748092515347416,74.40171972118522,0.3493933429999999,744.017197211852,10.000000000000002,337.4809251534741,89.99999999999999,303.7328326381267
8/24/2024 12:45,192.8,197.5,183.8,196.5,111.6,"1,688.40",362.4833333333333,365.0944444444444,965.7568212600696,407.9856650102945,40.798566501029455,89.94533567949955,0.4224517559999999,899.4533567949953,10.000000000000002,407.9856650102945,90.0,367.18709850926507
8/24/2024 13:00,191.5,196.3,183.6,194.6,95.1,"1,566.50",361.7611111111111,364.42777777777775,966.238911382957,347.8387526098789,34.78387526098789,76.68522707787912,0.3599924909999999,766.8522707787912,10.0,347.8387526098789,90.0,313.054877348891
8/24/2024 13:15,194.0,197.3,186.1,197.0,100.5,"3,480.90",363.15,364.9833333333333,965.3095895562438,367.2363036269112,36.72363036269112,80.96164997019609,0.380433705,809.6164997019607,10.0,367.2363036269112,90.0,330.5126732642201
8/24/2024 13:30,192.9,197.5,184.5,195.6,104.2,"1,074.70",362.5388888888889,365.0944444444444,965.7196334492724,380.9181837476729,38.09181837476729,83.97798462537946,0.394439722,839.7798462537946,10.0,380.91818374767286,90.0,342.8263653729056
8/24/2024 13:45,191.9,195.6,185.5,194.6,89.6,"2,905.30",361.9833333333333,364.0388888888889,966.0908435133808,327.6716746189812,32.767167461898126,72.23915272984983,0.339172736,722.3915272984983,10.0,327.6716746189812,90.0,294.9045071570831
8/24/2024 14:00,192.2,197.5,182.0,195.8,103.2,"1,705.70",362.15,365.0944444444444,965.9796364545844,377.3641102851758,37.73641102851758,83.19444648169042,0.390654312,831.9444648169042,10.0,377.3641102851758,90.0,339.6276992566582
8/24/2024 14:15,193.3,197.0,186.4,195.4,95.0,"2,429.10",362.7611111111111,364.81666666666666,965.5707339367486,347.23270563539324,34.72327056353932,76.55161674979006,0.35961395,765.5161674979006,10.0,347.23270563539324,90.0,312.50943507185394
8/24/2024 14:30,194.2,198.0,186.4,196.7,107.9,"1,721.10",363.2611111111111,365.3722222222222,965.2348437266188,394.24605905446833,39.42460590544684,86.91627467126621,0.408445739,869.1627467126619,10.000000000000002,394.24605905446833,90.0,354.8214531490215
8/24/2024 14:45,192.8,196.6,185.5,195.6,106.4,"2,870.50",362.4833333333333,364.5944444444444,965.7568212600696,388.9755802607109,38.897558026071096,85.75433437543685,0.402767624,857.5433437543684,10.000000000000002,388.9755802607109,89.99999999999999,350.0780222346398
8/24/2024 15:00,192.9,197.7,182.9,196.0,95.4,"1,693.90",362.5388888888889,365.2055555555555,965.7196334492724,348.7485098803071,34.87485098803071,76.88579398523225,0.361128114,768.8579398523226,10.0,348.74850988030704,90.0,313.8736588922764
8/24/2024 15:15,194.0,197.7,185.5,196.3,79.0,"1,797.50",363.15,365.2055555555555,965.3095895562438,288.67331329876595,28.867331329876603,63.64149599647255,0.2990473899999999,636.4149599647253,10.000000000000004,288.67331329876595,89.99999999999999,259.80598196888934
8/24/2024 15:30,194.3,197.9,186.8,196.7,88.8,"1,106.40",363.31666666666666,365.31666666666666,965.1974486395638,324.4457249760566,32.444572497605655,71.52795341967138,0.336144408,715.2795341967139,9.999999999999998,324.4457249760566,90.00000000000001,292.001152478451
8/24/2024 15:45,193.6,197.0,187.3,195.6,93.8,"2,340.80",362.92777777777775,364.81666666666666,965.4589037294312,342.80690058629074,34.28069005862907,75.57589491705481,0.355071458,755.7589491705482,10.0,342.8069005862908,89.99999999999999,308.52621052766165
8/24/2024 16:00,194.9,198.8,184.7,197.2,96.3,"1,089.40",363.65,365.81666666666666,964.972767947766,351.7663315593018,35.17663315593019,77.55110898822682,0.364534983,775.5110898822679,10.000000000000002,351.7663315593018,90.0,316.58969840337164
8/24/2024 16:15,194.3,197.7,187.0,196.8,99.8,"1,674.30",363.31666666666666,365.2055555555555,965.1974486395638,364.6360737906582,36.46360737906581,80.38839810003607,0.377783918,803.8839810003608,9.999999999999998,364.6360737906582,90.0,328.1724664115924
8/24/2024 16:30,195.0,198.4,187.8,197.2,79.9,"1,696.70",363.7055555555555,365.5944444444444,964.9352695065536,291.8487819215699,29.184878192157,64.34156615999316,0.302454259,643.4156615999315,10.000000000000004,291.84878192157,90.0,262.66390372941294
8/24/2024 16:45,194.0,197.7,185.7,196.3,88.2,643.9,363.15,365.2055555555555,965.3095895562438,322.29096497406533,32.22909649740653,71.05291072011238,0.333873162,710.5291072011238,10.0,322.29096497406533,89.99999999999999,290.0618684766588
8/24/2024 17:00,194.7,198.0,188.0,197.2,100.1,"1,670.70",363.5388888888889,365.3722222222222,965.0477205660972,365.6754393200018,36.56754393200018,80.61753870336624,0.3789195409999999,806.1753870336623,10.0,365.6754393200018,89.99999999999999,329.10789538800157
8/24/2024 17:15,194.3,197.9,187.0,196.7,98.4,"1,242.60",363.31666666666666,365.31666666666666,965.1974486395638,359.52093848698166,35.95209384869817,79.26070514071695,0.372484344,792.6070514071695,10.0,359.52093848698166,90.0,323.5688446382835
8/24/2024 17:30,193.6,197.2,186.4,195.6,97.9,"1,078.90",362.92777777777775,364.92777777777775,965.4589037294312,357.79099752023313,35.779099752023306,78.87931889530562,0.370591639,788.7931889530563,9.999999999999998,357.79099752023313,90.00000000000001,322.01189776820985
8/24/2024 17:45,195.0,198.2,187.5,197.5,82.1,"2,307.00",363.7055555555555,365.4833333333333,964.9352695065536,299.88466828236403,29.988466828236405,66.11317373886654,0.3107821609999999,661.1317373886653,10.0,299.8846682823641,89.99999999999999,269.8962014541276
8/24/2024 18:00,194.0,197.2,187.7,195.8,83.3,"1,062.70",363.15,364.92777777777775,965.3095895562438,304.385911364395,30.4385911364395,67.10552679121724,0.3153246529999999,671.0552679121724,10.0,304.385911364395,90.00000000000001,273.9473202279555
8/24/2024 18:15,194.0,197.9,186.8,196.7,59.0,"1,723.10",363.15,365.31666666666666,965.3095895562438,215.591461830724,21.5591461830724,47.52972485812506,0.22333919,475.2972485812506,10.0,215.591461830724,90.0,194.03231564765161
8/24/2024 18:30,195.2,198.6,187.5,198.1,103.9,"2,879.30",363.81666666666666,365.7055555555555,964.8602283789604,379.48348278352125,37.948348278352135,83.66168758142068,0.393304099,836.6168758142065,10.000000000000002,379.48348278352125,90.0,341.53513450516914
8/24/2024 18:45,193.5,197.0,186.4,195.4,100.4,"1,067.80",362.8722222222222,364.81666666666666,965.4961952738512,366.9418148361796,36.69418148361796,80.89672638241382,0.380055164,808.9672638241381,10.0,366.9418148361796,90.0,330.24763335256165
8/24/2024 19:00,193.6,196.8,186.8,195.4,78.6,"1,068.40",362.92777777777775,364.7055555555555,965.4589037294312,287.25610219704106,28.72561021970411,63.32905480256407,0.297533226,633.2905480256406,10.0,287.25610219704106,90.0,258.53049197733696
8/24/2024 19:15,193.8,197.5,187.7,196.1,95.9,"1,682.20",363.0388888888889,365.0944444444444,965.3842762341732,350.4545906082517,35.04545906082518,77.2619199546764,0.363020819,772.6191995467639,10.000000000000004,350.4545906082517,90.0,315.4091315474265
8/24/2024 19:30,195.0,198.2,187.7,196.8,92.0,"1,104.80",363.7055555555555,365.4833333333333,964.9352695065536,336.04615690593783,33.60461569059378,74.08540784379686,0.34825772,740.8540784379686,10.0,336.0461569059379,90.0,302.44154121534405
8/24/2024 19:45,194.0,197.7,187.0,196.5,92.4,"1,676.00",363.15,365.2055555555555,965.3095895562438,337.6381537823541,33.763815378235414,74.43638265916535,0.349771884,744.3638265916535,10.000000000000002,337.6381537823541,90.0,303.8743384041187
8/24/2024 20:00,193.6,197.3,185.9,196.1,114.7,"1,697.50",362.92777777777775,364.9833333333333,965.4589037294312,419.189248371509,41.9189248371509,92.41530007447962,0.434186527,924.153000744796,10.0,419.18924837150905,90.0,377.2703235343581
8/24/2024 20:15,191.9,195.9,185.4,194.4,96.2,"1,148.40",361.9833333333333,364.2055555555555,966.0908435133808,351.80820422261155,35.18082042226116,77.56034031932538,0.364156442,775.6034031932538,10.0,351.80820422261155,90.0,316.6273838003504
8/24/2024 20:30,195.6,199.3,186.8,198.6,106.7,"2,312.20",364.0388888888889,366.0944444444444,964.7099692490352,389.6494889929555,38.96494889929556,85.90290564236496,0.403903247,859.0290564236495,10.0,389.6494889929555,90.0,350.68454009365996
8/24/2024 20:45,194.5,197.9,187.3,196.3,100.5,"1,078.40",363.42777777777775,365.31666666666666,965.1226141402204,367.1651718766494,36.71651718766494,80.94596812226987,0.380433705,809.4596812226988,10.0,367.1651718766495,90.0,330.4486546889845
8/24/2024 21:00,193.3,197.2,185.7,196.1,116.0,"1,695.90",362.7611111111111,364.92777777777775,965.5707339367486,423.9894089863749,42.39894089863749,93.47355308395416,0.43910756,934.7355308395418,10.0,423.9894089863749,90.0,381.5904680877374
8/24/2024 21:15,194.2,198.4,183.8,197.7,90.1,"2,931.80",363.2611111111111,365.5944444444444,965.2348437266188,329.2082476441853,32.92082476441853,72.57790869213238,0.3410654409999999,725.7790869213237,10.000000000000002,329.2082476441853,90.0,296.2874228797668
8/24/2024 21:30,193.1,197.3,184.3,196.3,66.1,"2,309.50",362.65,364.9833333333333,965.6452133390212,241.6194974083964,24.16194974083964,53.26791763764989,0.2502156009999999,532.6791763764987,10.0,241.6194974083964,90.0,217.45754766755675
8/24/2024 21:45,194.0,198.0,185.2,196.7,113.2,"1,680.00",363.15,365.3722222222222,965.3095895562438,413.6432793091178,41.36432793091179,91.19262464304674,0.428508412,911.9262464304672,10.000000000000002,413.6432793091178,90.0,372.27895137820605
8/24/2024 22:00,192.0,195.9,185.4,194.2,106.9,"1,078.10",362.0388888888889,364.2055555555555,966.0537893591356,390.92364423376455,39.09236442337646,86.1838084550642,0.404660329,861.838084550642,10.0,390.9236442337645,90.0,351.8312798103881
8/24/2024 22:15,193.3,197.5,182.6,196.5,112.1,"2,316.50",362.7611111111111,365.0944444444444,965.5707339367486,409.734592649764,40.9734592649764,90.33090776475224,0.4243444609999999,903.3090776475224,10.0,409.734592649764,90.0,368.7611333847876
8/24/2024 22:30,192.6,196.6,185.2,195.6,79.5,"2,329.40",362.3722222222222,364.5944444444444,965.8311523731812,290.6573187491447,29.06573187491447,64.07889380607394,0.300940095,640.7889380607393,10.0,290.6573187491447,89.99999999999999,261.5915868742302
8/24/2024 22:45,194.0,198.0,184.1,196.7,87.7,"1,723.10",363.15,365.3722222222222,965.3095895562438,320.46391868736424,32.04639186873643,70.6501164416537,0.331980457,706.5011644165369,10.000000000000002,320.46391868736424,90.0,288.41752681862783
8/24/2024 23:00,192.4,196.1,185.2,194.9,100.8,"2,923.90",362.2611111111111,364.31666666666666,965.9054241152904,368.5598835912264,36.85598835912264,81.25344905628894,0.381569328,812.5344905628893,10.0,368.5598835912264,90.0,331.7038952321038
8/24/2024 23:15,194.0,198.4,184.7,196.8,100.1,"1,692.40",363.15,365.5944444444444,965.3095895562438,365.7746665975503,36.57746665975503,80.63941454742911,0.3789195409999999,806.3941454742912,10.0,365.7746665975503,90.0,329.1971999377953
8/24/2024 23:30,192.6,197.0,183.4,195.4,99.7,"1,532.40",362.3722222222222,364.81666666666666,965.8311523731812,364.50987017974495,36.4509870179745,80.36057499956694,0.377405377,803.6057499956693,10.0,364.5098701797449,89.99999999999999,328.05888316177044
8/24/2024 23:45,194.2,197.9,185.0,196.8,96.3,"1,774.70",363.2611111111111,365.31666666666666,965.2348437266188,351.8618673488906,35.18618673488906,77.57217099947111,0.364534983,775.7217099947111,10.0,351.8618673488906,89.99999999999999,316.6756806140015
8/25/2024 0:00,191.5,195.6,184.3,193.9,101.4,"1,670.40",361.7611111111111,364.0388888888889,966.238911382957,370.8816983663693,37.088169836636936,81.76532098524652,0.383840574,817.6532098524651,10.000000000000002,370.8816983663693,89.99999999999999,333.7935285297323
8/25/2024 0:15,192.4,196.8,184.3,196.0,117.7,"2,929.60",362.2611111111111,364.7055555555555,965.9054241152904,430.3521656615808,43.03521656615808,94.87629914608344,0.445542757,948.762991460834,10.0,430.3521656615808,90.0,387.31694909542273
8/25/2024 0:30,192.2,196.1,183.4,194.9,111.7,"2,750.00",362.15,364.31666666666666,965.9796364545844,408.445456578044,40.8445456578044,90.04670224810872,0.422830297,900.4670224810873,10.0,408.445456578044,89.99999999999999,367.6009109202396
8/25/2024 0:45,192.0,197.0,182.0,196.1,107.9,"3,534.00",362.0388888888889,364.81666666666666,966.0537893591356,394.5805539085426,39.458055390854256,86.9900180757851,0.408445739,869.9001807578511,10.0,394.5805539085425,90.0,355.1224985176883
8/25/2024 1:00,193.3,197.7,183.8,196.7,88.8,"2,348.70",362.7611111111111,365.2055555555555,965.5707339367486,324.57120274129386,32.45712027412939,71.55561649875112,0.336144408,715.5561649875112,10.0,324.57120274129386,89.99999999999999,292.11408246716445
8/25/2024 1:15,191.5,196.3,182.6,194.7,102.4,"1,738.70",361.7611111111111,364.42777777777775,966.238911382957,374.5393088039076,37.45393088039075,82.57168509752705,0.387625984,825.7168509752706,9.999999999999998,374.5393088039076,90.0,337.08537792351683
8/25/2024 1:30,191.3,195.8,183.3,194.4,103.0,"1,703.10",361.65,364.15,966.3128560127748,376.7627058727697,37.67627058727697,83.06185966212254,0.38989723,830.6185966212254,10.0,376.7627058727697,90.0,339.0864352854927
8/25/2024 1:45,192.0,196.6,183.6,194.9,117.7,"1,715.40",362.0388888888889,364.5944444444444,966.0537893591356,430.4182687213666,43.04182687213667,94.89087235884992,0.445542757,948.9087235884992,10.000000000000002,430.4182687213666,90.0,387.37644184922993
8/25/2024 2:00,190.6,195.4,181.9,194.9,113.5,"3,554.70",361.2611111111111,363.92777777777775,966.5711928114084,415.2815473942565,41.528154739425645,91.55380050163257,0.429644035,915.5380050163257,10.0,415.2815473942565,90.0,373.75339265483086
8/25/2024 2:15,191.9,197.7,180.1,196.8,107.3,"2,288.40",361.9833333333333,365.2055555555555,966.0908435133808,392.4014585559898,39.24014585559898,86.50961035617063,0.4061744929999999,865.0961035617062,10.0,392.4014585559898,89.99999999999999,353.1613127003908
8/25/2024 2:30,190.1,195.8,181.3,194.6,104.9,"3,385.00",360.9833333333333,364.15,966.7552714693212,383.8883760709144,38.388837607091446,84.63279916534593,0.397089509,846.3279916534593,10.000000000000002,383.8883760709145,90.0,345.49953846382294
